"RT..NO.","BCR","State","RT..NAME","RT..LENG.","NLCD.0","NLCD.11","NLCD.12","NLCD.21","NLCD.22","NLCD.23","NLCD.24","NLCD.31","NLCD.41","NLCD.42","NLCD.43","NLCD.52","NLCD.71","NLCD.81","NLCD.82","NLCD.90","NLCD.95","SUM","km"
83016,36,"Texas","GEORGE WEST",40996.5,0,32,0,1948,4619,2014,425,0,631,0,0,39017,7487,22527,12474,1474,16,92664,1
83017,21,"Texas","CAMPBELLTON",46329.6,0,175,0,3765,2909,296,11,0,242,37,0,52339,8474,22110,10915,2604,136,104013,1
83018,36,"Texas","CATARINA",42199.5,0,113,0,4156,1820,113,13,409,8,0,0,69470,17702,81,50,549,558,95042,1
83019,36,"Texas","LA PRYOR",42246.9,0,10,0,11070,2698,406,83,236,2147,128,7,43339,4467,3397,26469,2050,25,96532,1
83020,37,"Texas","WINNIE",38412.6,0,609,0,1864,3504,95,0,13,10,242,189,2312,743,46387,21608,6870,3245,87691,1
83021,37,"Texas","STOWELL",36294.1,0,4930,0,3764,6188,618,65,322,0,165,10,849,957,44167,13550,4326,2402,82313,1
83022,37,"Texas","DANBURY",40799.8,0,1126,0,7399,2440,171,47,20,573,1144,53,3413,3656,30497,13864,11632,16284,92319,1
83023,37,"Texas","KATY",39417.3,0,134,0,6178,1881,1014,420,327,1193,447,30,1566,956,46432,23772,2132,228,86710,1
83024,21,"Texas","ARENOSA CRK",39438.5,0,32,0,4591,490,76,16,257,10031,7491,320,8330,4153,43785,0,7608,177,87357,1
83025,37,"Texas","ROCK ISLAND",39128.8,0,415,0,2937,488,45,7,505,879,996,59,2315,1546,23841,50065,1878,248,86224,1
83026,21,"Texas","MULDOON",39337.5,0,191,0,4950,307,27,0,21,5147,2225,412,12642,2310,43890,10439,3287,41,85889,1
83027,21,"Texas","LOCKHART",37182.7,0,453,0,7788,37,0,0,0,9050,966,999,23274,7474,15030,13715,2328,46,81160,1
83028,20,"Texas","BOERNE",40965.6,0,11,0,2596,22,0,0,85,5992,20792,0,44981,14653,568,449,36,0,90185,1
83029,21,"Texas","LONE OAK",36792,0,68,0,4674,1305,95,0,1735,13331,109,913,25159,3341,26020,3283,2368,12,82413,1
83030,36,"Texas","HONDO",40961.1,0,112,0,10455,1751,579,233,34,1757,3550,76,31334,24823,1816,14207,1305,0,92032,1
83031,20,"Texas","UTOPIA",38910.5,0,327,0,5837,159,66,51,38,2824,19501,0,40706,15535,204,801,1599,0,87648,1
83032,25,"Texas","TOWN BLUFF",38132.7,0,6512,0,4413,1523,86,13,215,144,12326,8769,6834,8490,141,0,29850,4143,83459,1
83033,25,"Texas","LIVINGSTON",40385.4,0,471,0,5624,4385,1256,664,42,908,19475,7754,8679,11013,14218,0,17720,59,92268,1
83034,25,"Texas","NEW WAVERLY",35700,0,2606,0,3454,2158,40,0,13,0,44922,3187,1898,2742,10585,170,10038,413,82226,1
83035,21,"Texas","OAK GROVE",40034.4,0,343,0,2467,6673,915,264,153,147,4802,2203,2546,2011,46761,441,17376,77,87179,1
83036,21,"Texas","GAUSE",39147.6,0,722,0,6192,2747,920,376,26,16934,2509,7363,12015,1206,27473,4719,3467,461,87130,1
83037,21,"Texas","PEACH CREEK",51940.4,0,2023,0,5119,3293,497,38,1658,16862,1272,5709,11297,6521,46074,490,13296,625,114774,1
83038,20,"Texas","GEORGETOWN",41794.7,0,96,0,9688,3520,1080,417,71,15053,18617,0,15236,29377,703,185,422,0,94465,1
83039,21,"Texas","E GEORGETOWN",36756.7,0,2671,0,7772,606,265,86,329,1861,404,0,93,25379,1076,38056,2113,0,80711,1
83040,20,"Texas","FITZHUGH",46558.4,0,1029,0,6210,629,282,31,47,14601,28358,0,26853,24163,0,203,459,0,102865,1
83041,20,"Texas","VALLEY SPGS",43677.8,0,260,0,938,0,0,0,0,270,16377,0,42340,36081,149,592,16,0,97023,1
83042,20,"Texas","HARPER",41983.5,0,144,0,2079,6,10,0,0,2916,14687,7,60994,12345,882,562,0,0,94632,1
83043,20,"Texas","SAN SABA",39143,0,21,0,4348,8,0,0,15,4729,4761,12,60750,11561,408,1134,0,0,87747,1
83044,25,"Texas","DIBOLL",39045.2,0,361,0,3690,1252,20,0,303,537,19073,5918,14370,10369,14761,0,16683,535,87872,1
83045,25,"Texas","CALEDONIA",39243,0,547,0,2770,1348,0,0,127,7637,20118,13664,15343,2456,16694,30,6456,37,87227,1
83046,21,"Texas","MASSEY LAKE",47292.6,0,791,0,2860,3752,110,35,48,9909,2132,4307,7766,15,49637,7365,18142,28,106897,1
83047,21,"Texas","OAKWOOD",39801.7,0,559,0,5175,5326,373,81,120,8288,1333,2421,6964,61,41673,3138,15247,247,91006,1
83048,21,"Texas","KOSSE",40004.1,0,394,0,5940,598,42,39,592,7285,1734,22,1245,22853,23107,23413,887,88,88239,1
83049,21,"Texas","THORNTON",37849.4,0,106,0,4682,619,387,21,1534,14431,1425,5182,7578,13166,30125,3354,3329,97,86036,1
83050,21,"Texas","OSAGE",46012.6,0,87,0,4300,60,0,14,74,8564,9180,0,1807,54367,2772,13835,2675,0,97735,1
83051,20,"Texas","PIDCOKE",42867.1,0,155,0,2016,90,37,0,182,8979,10104,0,26813,45493,234,851,832,0,95786,1
83052,20,"Texas","KEMPNER",41056.2,0,123,0,1969,45,0,0,0,6862,8162,0,43811,26675,1362,1485,210,0,90704,1
83053,20,"Texas","ADAMSVILLE",44299.3,0,67,0,1954,8,13,0,0,3153,4557,10,51578,35860,365,910,263,0,98738,1
83054,19,"Texas","PEAR VALLEY",39469,0,48,0,5619,42,10,0,0,960,986,0,41879,10585,2840,26325,0,0,89294,1
83055,19,"Texas","WINCHELL",41464.4,0,208,0,7202,248,70,6,0,3573,7286,0,59414,12195,657,1763,0,0,92622,1
83056,25,"Texas","MORTON",38283.4,0,495,0,3117,2915,38,0,208,10027,14481,13316,13036,1656,15002,105,12557,28,86981,1
83057,25,"Texas","CROSSROADS",42988.9,0,469,0,5824,1127,44,0,118,7861,25009,20213,18845,397,12326,117,4993,11,97354,1
83058,25,"Texas","ATHENS",40295.9,0,9417,0,5390,3582,310,89,68,6326,9758,9853,11695,3,19988,2022,9760,8,88269,1
83059,25,"Texas","CHANDLER",37876.4,0,4090,0,4820,9230,1089,176,190,11268,2667,1372,7026,0,30549,2349,8384,358,83568,1
83060,21,"Texas","OLA",42385.6,0,1304,0,5067,1062,224,35,268,10116,0,21,565,24879,49157,1743,132,197,94770,1
83061,21,"Texas","DALLAS",44442.6,0,93,0,13199,16000,5064,1868,17,8002,3093,0,142,27056,7305,15563,90,60,97552,1
83062,21,"Texas","GLEN ROSE",37526.9,0,61,0,7245,88,42,5,54,7036,13215,0,0,50479,4259,1056,935,0,84475,1
83063,21,"Texas","WEATHERFORD",43686.5,0,791,0,8794,16072,3922,2853,94,5452,556,0,0,48467,6100,117,33,0,93251,1
83064,21,"Texas","SELDEN",39877,0,149,0,6261,28,0,0,84,8113,10361,0,15696,42556,1238,2970,984,0,88440,1
83065,21,"Texas","GRAFORD",37079.3,0,2118,0,7362,219,56,46,0,2932,15964,0,4563,41616,227,7423,826,16,83368,1
83066,21,"Texas","COTTONWOOD",37742.6,0,104,0,5960,20,0,0,0,1524,10071,0,25138,21741,9951,7951,145,0,82605,1
83067,21,"Texas","ALBANY",38924.3,0,147,0,4938,11,7,0,16,1992,744,16,16252,60420,0,4091,130,0,88764,1
83068,25,"Texas","LYDIA",42363.8,0,267,0,894,3344,7,17,22,35699,2614,26,4555,2201,37583,100,5598,0,92927,1
83069,25,"Texas","LIBERTY HILL",40237.3,0,360,0,3172,2816,292,155,42,18807,16094,2261,14061,3100,20312,982,4659,6,87119,1
83070,21,"Texas","MILLER GROVE",42784.5,0,502,0,1122,5315,138,18,0,9006,376,11,2982,72,59641,9313,4753,18,93267,1
83071,25,"Texas","DIKE",40508.7,0,2942,0,813,4953,52,6,48,9271,660,73,4149,82,56390,4835,7002,65,91341,1
83072,21,"Texas","SADLER",38960.7,0,2342,0,4482,381,258,43,161,17756,2680,0,214,37894,14538,3240,906,22,84917,1
83073,21,"Texas","WOLFE CITY",39581.7,0,751,0,6118,1548,363,110,0,8290,62,305,68,35527,24596,8490,0,25,86253,1
83074,21,"Texas","RHOME",42674.1,0,128,0,3935,3792,954,412,249,2209,7,0,11,57725,12557,11208,0,0,93187,1
83075,21,"Texas","GAINESVILLE",42390.2,0,1041,0,6044,1140,163,21,0,10040,1410,0,140,39736,18878,15079,8,9,93709,1
83076,21,"Texas","OLNEY",41425.9,0,75,0,6760,43,0,0,0,2157,1342,0,5934,51615,0,25612,182,0,93720,1
83077,21,"Texas","HENRIETTA",31602.2,0,5605,0,3896,775,145,6,161,325,0,0,9256,42544,587,9213,23,59,72595,1
83078,19,"Texas","GRAYBACK",40383.9,0,567,0,7969,635,53,0,2877,861,0,0,20306,55577,0,2024,0,21,90890,1
83079,19,"Texas","WEINERT",41497.4,0,676,0,5264,20,6,0,55,716,183,25,7937,20063,0,55743,13,0,90701,1
83080,36,"Texas","EL INDIO",37886.7,0,93,0,1919,3437,786,6,31,99,0,0,46690,29101,2063,1528,571,84,86408,1
83081,35,"Texas","COMSTOCK",41546.8,0,10,0,3160,241,39,0,91,0,101,0,89831,0,0,0,742,0,94215,1
83082,35,"Texas","HOT SPRINGS",38876.6,0,0,0,1935,944,16,0,16,0,13,0,85570,0,0,0,5,0,88499,1
83083,35,"Texas","BLACK GAP",45841.6,2462,0,0,2781,504,8,0,272,0,0,0,97509,0,0,0,9,0,103545,1
83084,35,"Texas","SHAFTER",42496.8,0,0,0,4690,1269,27,0,24,0,0,0,88854,1781,0,0,0,0,96645,1
83085,19,"Texas","MERTZON",39460.6,0,0,0,2980,442,113,0,34,160,60,0,85271,37,0,325,0,0,89422,1
83086,18,"Texas","RANKIN",38312.2,0,12,0,4369,747,69,0,562,0,0,0,79334,437,0,880,1046,231,87687,1
83087,35,"Texas","LONGFELLOW",38623.1,0,0,0,5131,537,38,0,160,0,0,0,82270,0,0,0,37,25,88198,1
83088,35,"Texas","ALTUDA",35187.8,0,0,0,5022,21,0,0,80,0,351,0,61623,13754,0,0,0,0,80851,1
83089,35,"Texas","VALENTINE",42735.5,0,0,0,2203,23,0,0,0,256,13777,0,53142,26950,0,118,0,0,96469,1
83090,35,"Texas","DELAWARE CRK",38550.6,0,0,0,1767,192,0,0,509,7,0,0,83295,866,0,252,14,0,86902,1
83091,35,"Texas","CORNUDAS",39002.4,0,0,0,2939,5,0,0,785,0,0,0,84869,512,0,0,0,0,89110,1
83092,18,"Texas","POST",41033.4,0,218,0,4873,3214,238,49,1110,108,201,0,30018,23812,0,28506,68,123,92538,1
83093,18,"Texas","LAMESA",38217.1,0,205,0,7592,5438,878,198,83,195,40,0,702,4987,0,64592,52,1006,85968,1
83094,18,"Texas","PLAINS",40109.7,0,0,0,3532,8,0,0,235,0,0,0,50196,12033,0,23399,0,0,89403,1
83095,19,"Texas","CLARENDON",40997.9,0,20,0,1885,7,0,0,219,1069,18,37,38280,31863,0,18628,11,0,92037,1
83096,19,"Texas","CHILDRESS",44319.6,0,28,0,4754,837,6,0,52,54,654,874,62760,828,0,29511,250,0,100608,1
83097,18,"Texas","CIRCLE",39960.1,0,53,0,7672,442,17,0,11,0,0,0,16,17058,0,65091,0,161,90521,1
83098,36,"Texas","RAYMONDVILLE",41916.5,0,125,0,4507,1571,73,0,283,219,11,29,12568,2051,15683,55481,36,219,92856,1
83099,35,"Texas","SLAUGHTER",44896.3,0,387,0,524,116,45,17,11744,0,0,0,83268,4742,20,476,0,0,101339,1
83100,18,"Texas","CHANNING",39855.9,0,118,0,4161,2356,118,7,32,34,0,0,36668,46443,0,1503,0,20,91460,1
83101,18,"Texas","PANTEX",42302.5,0,14,0,3467,11,0,0,0,0,0,0,630,57094,0,34200,9,53,95478,1
83102,18,"Texas","TEXLINE",38067.6,0,11,0,2605,9,0,0,2,0,0,0,1278,64371,0,18104,221,0,86601,1
83103,18,"Texas","WAKA",40967.4,0,0,0,4804,696,37,0,0,0,0,0,8811,7948,0,70456,6,1089,93847,1
83104,19,"Texas","BOOKER",38322.1,0,0,0,2759,65,0,0,246,0,0,5,14001,66405,0,4189,82,0,87752,1
83105,18,"Texas","MIAMI",39285.6,0,0,0,1798,1008,0,0,89,5,0,0,24121,62788,0,67,161,0,90037,1
83106,18,"Texas","FLOYDADA",40101.2,0,410,0,3022,0,0,0,0,0,10,0,361,34416,0,48617,0,4370,91206,1
83107,19,"Texas","HACKBERRY",39695.6,0,25,0,4733,15,0,0,53,74,41,917,44823,6832,0,31899,45,0,89457,1
83108,18,"Texas","FRANKEL CITY",36947.7,0,0,0,3838,194,47,0,463,0,0,0,56253,19085,0,4876,35,9,84800,1
83109,19,"Texas","ROTAN",40552.4,0,38,0,4616,587,0,0,31,5,214,677,23998,9643,0,50965,59,0,90833,1
83110,18,"Texas","WINK",36871.4,0,0,0,2177,337,26,7,275,0,0,0,73172,6676,0,0,0,0,82670,1
83111,35,"Texas","GIRVIN",41450.2,0,109,0,3272,240,15,5,3451,0,0,0,83305,3591,0,45,18,0,94051,1
83112,35,"Texas","OZONA",45185.7,0,0,0,5815,194,6,0,0,0,0,0,97264,10,0,0,0,87,103376,1
83113,19,"Texas","ELDORADO",41023,0,0,0,3565,100,8,7,0,0,0,0,88776,568,0,132,0,0,93156,1
83114,20,"Texas","INDIAN MTN",46266.5,0,221,0,3131,102,15,0,58,2523,8306,0,89132,932,0,0,0,0,104420,1
83115,36,"Texas","EL SAUZ",39092.2,0,0,0,1585,2489,204,14,104,12,11,0,36838,31973,14169,235,900,121,88655,1
83135,21,"Texas","OAK GROVE 2",39578.3,0,346,0,2713,4321,223,250,113,144,5088,2498,2835,2102,46725,441,17895,95,85789,1
83136,21,"Texas","HEARNE",37787.5,0,225,0,6411,1773,795,276,33,17769,2446,7452,11165,1160,28419,11053,2457,159,91593,1
83137,21,"Texas","COLLEGE STN",35354.7,0,792,0,5342,2442,474,17,363,13735,1042,3207,5494,3262,38086,718,6652,668,82294,1
83139,21,"Texas","WALBURG",38652.4,0,124,0,7306,163,57,14,0,2970,315,0,187,25525,3162,41433,2987,0,84243,1
83140,20,"Texas","DRIPPING SPG",44269.6,0,120,0,2840,724,418,153,0,9653,25649,0,36609,16622,0,0,22,0,92810,1
83147,21,"Texas","CAYUGA",37577.8,0,743,0,2439,3230,75,27,33,9382,906,1755,6698,0,44820,2975,11688,268,85039,1
83159,25,"Texas","CHANDLER 2",47634.2,0,4177,0,5063,10928,1615,253,216,14731,3330,1419,9128,78,38175,4643,9386,361,103503,1
83179,19,"Texas","HASKELL",41101.8,0,717,0,5592,123,0,0,0,875,277,45,10399,20303,535,53124,13,0,92003,1
83184,35,"Texas","CASA PIEDRA",37541.6,0,0,0,2439,210,5,0,2415,0,0,0,79802,524,0,0,6,0,85401,1
83189,35,"Texas","BEAR MTN",47297.2,0,0,0,3306,23,0,0,0,280,16836,0,73333,13295,0,118,0,0,107191,1
83204,36,"Texas","GUERRA",44371.9,0,0,0,2048,3997,128,0,244,0,16,28,43879,50221,0,0,223,0,100784,1
83210,18,"Texas","KERMIT",42179.9,0,0,0,3155,780,160,27,443,0,0,0,89160,1203,0,0,0,0,94928,1
83214,21,"Texas","FANNIN",36151,0,6,0,4167,73,8,10,20,17452,3415,345,15038,2623,35036,320,1880,48,80441,1
83237,21,"Texas","CARLOS",39617.3,0,597,0,4758,1872,438,17,210,15549,1107,4576,6588,4776,33383,718,11215,697,86501,1
83238,20,"Texas","LEANDER",40438.7,0,259,0,12741,5442,3355,555,154,10061,19573,0,12552,25455,0,0,620,0,90767,1
83273,21,"Texas","BLUE RIDGE",42029.7,0,818,0,6484,1676,378,111,0,8951,60,310,72,36491,27043,9021,0,32,91447,1
