"RT..NO.","BCR","State","RT..NAME","Patch.Density","Largest.Patch.Index","Aggregation.Index","km"
14075,5,"California","RIO DELL",13.38,6.42,80.75,5
14076,9,"California","RAVENDALE",3.07,59.11,94.76,5
14077,5,"California","SHASTA LAKE",12.49,43.54,79.72,5
14078,15,"California","JOHNSVILLE",4.73,55.27,89.65,5
14079,32,"California","COHASSET",9.42,18.74,84.39,5
14080,32,"California","ORLAND",5.61,18.6,88.67,5
14081,5,"California","NAVARRO",7.9,15.43,88.14,5
14082,15,"California","WOODFORDS",7.1,9.93,83.36,5
14083,32,"California","FAIRFAX",15.57,16.05,80.67,5
14084,9,"California","BENTON",2.68,40.93,93.98,5
14085,33,"California","LUCERNE VAL",1.77,79.95,96.11,5
14086,33,"California","HAVASU LAKE",2.88,43.8,93.31,5
14088,33,"California","COTTONWOOD",0.65,94.37,98.83,5
14089,33,"California","NILAND",5.56,18.18,86.87,5
14090,33,"California","BLYTHE",3.61,70.12,91.19,5
14091,32,"California","POWAY",16.48,14.96,77.96,5
14092,33,"California","ALAMO RIVER",6.34,11.87,84.78,5
14093,33,"California","IMPERIAL DAM",6.86,32.63,86.03,5
14094,33,"California","FT IRWIN",2.53,82.22,92.38,5
14095,15,"California","LUMBERYARD",4.49,57.99,92.45,5
14096,9,"California","BODIE",3.69,60.24,93.4,5
14097,32,"California","ONO",15.61,13.52,76.52,5
14098,32,"California","FOLSOM",17.69,8.55,76.31,5
14099,32,"California","S CATALINA",3.19,46.8,93.59,5
14103,32,"California","SAWMILL MTN",10.04,58.49,82.46,5
14104,32,"California","TUJUNGA",8.89,30.88,83.16,5
14105,32,"California","EL TORO",16.15,18.48,74.08,5
14106,32,"California","MESA GRANDE",7.58,23.07,84.49,5
14107,32,"California","LAKE HEMET",7.71,27.99,85.55,5
14108,32,"California","CARMEL VAL",11.66,15.09,81.08,5
14109,33,"California","CIMA",1.66,47.67,95.88,5
14110,15,"California","GREENHORN MT",10.55,28.62,83.69,5
14111,32,"California","VALERMO",11.72,14.74,79.89,5
14112,33,"California","PEARBLOSSOM",6.99,14.58,84.61,5
14113,32,"California","FALLSVALE",8.03,35.41,85.28,5
14114,32,"California","SISQUOC",14.82,8.18,76.43,5
14116,33,"California","LONE PINE",5.23,41.55,92.33,5
14117,32,"California","SILVER CITY",12.57,30.25,80.28,5
14118,32,"California","LOCKWOOD VAL",11.84,43.54,80.04,5
14119,32,"California","ELSINORE MTN",6.08,62.14,87.88,5
14120,32,"California","CP PENDLETON",10.11,19.23,83.24,5
14121,32,"California","MT LAGUNA",7.68,44.73,84.79,5
14122,32,"California","CUYAMACA PK",6.55,41.14,88.43,5
14123,32,"California","ADELAIDA",12.08,6.39,78,5
14124,33,"California","DEATH VALLEY",2.63,42.79,93.33,5
14125,32,"California","MARICOPA",9.83,30.66,79.67,5
14126,32,"California","ANZA",5.58,55.7,87.14,5
14127,32,"California","SANGER",10.56,32.11,83.61,5
14128,32,"California","KELSO VALLEY",5.96,44.18,83.53,5
14129,32,"California","MT BALDY",8.72,55.23,85.77,5
14130,32,"California","GREEN VALLEY",11.74,30.41,79.93,5
14131,33,"California","JOSHUA TREE",3.69,23.87,90.33,5
14132,15,"California","KINGS CANYON",5.94,37.19,86.62,5
14133,32,"California","ELIZABETH LK",9.55,47.6,82.21,5
14134,32,"California","VENTUCOPA",9.88,23.07,81.33,5
14135,32,"California","SANTA CRUZ I",4.81,42.24,89.75,5
14136,32,"California","LAKE CACHUMA",13.63,23.85,77.52,5
14137,32,"California","JACUMBA",5.01,25.22,86.57,5
14138,32,"California","CRESTON",10.17,14.55,82.78,5
14139,33,"California","GREENWATER V",0.61,77.6,99.05,5
14140,32,"California","CARRIZO PLN",4.37,65.1,85.44,5
14141,15,"California","WHITE RIVER",13.26,36.44,81.23,5
14142,32,"California","MT PINOS 2",8.82,38.6,83.18,5
14145,32,"California","SHAFTER",5.59,18.39,84.88,5
14147,32,"California","ARVIN",4.27,25.4,90.54,5
14148,32,"California","GLENN",4.01,29.17,91.94,5
14149,32,"California","ATWATER",3.91,17.12,87.85,5
14150,33,"California","BRAWLEY",5.77,9.06,86.37,5
14151,9,"California","LIKELY",8.32,15.9,81.69,5
14152,32,"California","CORDOVA",10.12,14.1,81.86,5
14153,32,"California","GOLD HILL",21.08,7.26,75.18,5
14154,9,"California","CROWLEY LAKE",3.83,49.65,91.41,5
14155,32,"California","WESTLEY",7.8,19.3,86.67,5
14156,15,"California","TUOLUMNE GR",5.01,34.36,88.93,5
14157,32,"California","JACKSON",15.65,9.94,80.2,5
14158,15,"California","SATTLEY",7.44,14.59,83.59,5
14159,32,"California","OROVILLE",6.66,19.46,87.26,5
14160,5,"California","LONGVALE",19.96,3.49,72.84,5
14161,32,"California","TEHAMA",8.09,19.05,83.06,5
14162,9,"California","HONEY LAKE",2.14,58.35,95.28,5
14163,32,"California","REDDING",18.71,8.54,71.82,5
14164,5,"California","JUNCTION CTY",10.14,31.3,84.51,5
14165,9,"California","DAVIS CREEK",5.75,20.52,86.96,5
14166,9,"California","DORRIS",4.98,12.67,86.95,5
14167,5,"California","ORLEANS",8.9,35.77,87.37,5
14168,9,"California","MACDOEL",6.69,20.72,87.14,5
14169,5,"California","MCCLOUD",10.68,21.48,83.71,5
14170,9,"California","BRIDGEPORT",3.37,61.18,93.35,5
14171,32,"California","TRANQUILLITY",6.7,16.73,86.52,5
14172,32,"California","MORAGA",14.91,7.18,76.63,5
14173,32,"California","LOCKWOOD",11.75,7.76,77.48,5
14174,5,"California","OFFIELD MTN",6.32,57.93,90.1,5
14175,5,"California","MT SHASTA",5.31,26.1,88.85,5
14176,9,"California","CLEAR LK RES",6.39,10.14,82.21,5
14177,9,"California","CEDARVILLE",8.31,12.54,83.2,5
14178,5,"California","ALDERPOINT",18.44,15.63,76.73,5
14179,32,"California","YOLLA BOLLY",8.37,44.04,84.85,5
14180,15,"California","BUTTE MEADOW",3.87,27.6,92.27,5
14181,15,"California","GENESEE",4.69,43.19,90.46,5
14182,5,"California","LAYTONVILLE",11.43,51.66,85.64,5
14183,32,"California","BARTLETT SPS",10.66,24.25,83.28,5
14184,15,"California","HIGGINS CORN",22.12,14.14,70.86,5
14185,15,"California","DOWNIEVILLE",6.66,27.95,89.74,5
14186,32,"California","MARK WEST",16.8,21.15,77.93,5
14187,32,"California","ZAMORA",3.52,36.06,92.14,5
14188,15,"California","RIVERTON",5.57,28.98,88.91,5
14189,32,"California","COYOTE",13.84,10.28,78.01,5
14190,32,"California","COPPEROPOLIS",11.02,15.6,85.3,5
14191,32,"California","ONEALS",7.72,66.35,89.8,5
14192,9,"California","DEEP SPRINGS",4.47,47.11,88.82,5
14193,5,"California","BODEGA BAY",10.19,31.6,86.51,5
14194,32,"California","WATERMAN GAP",9.13,48.22,84.72,5
14195,32,"California","GREENFIELD",8.88,11.16,81.44,5
14196,32,"California","ORA LOMA",6.5,14.51,86.95,5
14197,32,"California","TIPTON",5.53,29.88,86.85,5
14198,5,"California","YREKA",9.05,10.59,82.5,5
14199,9,"California","BARTLE",4.52,28.74,92.01,5
14200,5,"California","KORBEL",12.69,20.58,82.29,5
14201,15,"California","HAT CREEK",4.5,47.58,90.3,5
14202,32,"California","GLEN ELLEN",17.73,5.98,76.48,5
14203,32,"California","LIVERMORE",8.18,18.77,86.95,5
14204,32,"California","ATHLONE",2.48,38.65,92.42,5
14205,15,"California","LAKESHORE",6.48,30.9,88.13,5
14210,5,"California","UKIAH",12.12,53.65,83.55,5
14213,15,"California","TAHOE NF",8.18,37.5,85.47,5
14220,32,"California","JOFEGAN",9.58,53.54,84.67,5
14221,32,"California","CLEVELAND NF",7.53,35.14,84.89,5
14225,32,"California","TRES PINOS 2",9.63,42.95,84.13,5
14226,32,"California","ANZA 2",6.2,37.51,85.63,5
14245,32,"California","BUENA VISTA",5.61,16.97,84.84,5
14302,32,"California","GLEN ELLEN 2",17.71,6.13,76.4,5
14303,32,"California","TRACY",9.45,17.23,85.24,5
14308,15,"California","CHAOS CRATER",4.15,31.29,90.58,5
14313,32,"California","ANGELUS OAKS",8.31,34.01,85.1,5
14319,32,"California","PESCADERO",9.08,47.71,84.92,5
14320,32,"California","COLLEGEVILLE 2",6.59,9.79,88.59,5
14341,32,"California","CAL HOT SPGS",12.2,41.25,82.47,5
14352,32,"California","STATEN IS.",5.5,11.79,89.8,5
14357,32,"California","POLOMA",15.5,9.44,80.37,5
14366,32,"California","WOODLANDS",10.47,26.66,81.42,5
14401,5,"California","HIOUCHI",9.18,38.82,86.03,5
14402,5,"California","LONESOME RDG",5.77,71.81,91.47,5
14403,5,"California","WHISKEYTOWN",9.89,46.35,84.26,5
14404,5,"California","DIRIGIO",8.3,31.77,86.87,5
14405,9,"California","HACKAMORE",9.55,14.64,79.99,5
14406,9,"California","TIONESTA",4.62,57.81,89.59,5
14407,9,"California","CROWDER FLAT",8.98,17.31,78.77,5
14408,9,"California","MADELINE",8.63,14.1,80.74,5
14409,5,"California","BURNT RANCH",11.55,59.29,84.15,5
14410,5,"California","FRENCH GULCH",13.08,38.07,81.22,5
14411,32,"California","TOMHEAD",8.62,17.16,83.6,5
14412,9,"California","FALL RIVER MILLS",8.25,16.51,82.17,5
14413,15,"California","CHESTER",3.76,46.54,93.07,5
14414,15,"California","GOUMAZ",3.78,43.83,92.09,5
14415,15,"California","PAXTON",4.66,31.33,91.98,5
14416,15,"California","MEADOW VALLEY",4.41,41.79,92.84,5
14417,15,"California","LITTLE TRUCKEE",5.89,19.67,88,5
14418,15,"California","FOREST HILL",7.74,67.62,86.11,5
14419,15,"California","POLLOCK PINES",5.97,23.62,89,5
14420,15,"California","PLACERVILLE",10.64,37.15,84.23,5
14421,15,"California","COULTERVILLE",10.88,8.37,80.22,5
14422,15,"California","WAWONA",9.07,39.22,88,5
14423,15,"California","PINE MOUNTAIN",6.81,46.91,82.25,5
14424,15,"California","KERNVILLE",9.41,45.22,79.72,5
14425,32,"California","SOUTH LAKE",11.96,11.18,77.55,5
14426,9,"California","CRESTVIEW",4.37,36.51,89.22,5
14427,32,"California","ALAMAR",11.33,49.81,81.58,5
14428,5,"California","BIG FLAT",9.38,50.04,85.47,5
14429,5,"California","CECILVILLE",8.94,39.15,85.57,5
14430,9,"California","MEDICINE MTN.",3.59,37.25,93.27,5
14431,5,"California","HAY FORK",8.7,56.86,87.18,5
14432,32,"California","HOUGH SPRINGS",9.23,42.21,84.13,5
14433,15,"California","CHILCOOT",5.58,24.99,84.71,5
14434,15,"California","STRAWBERRY",4.61,59.16,91.03,5
14435,5,"California","FRIDAY RIDGE",11.44,60.6,84.41,5
14436,15,"California","LAST CHANCE",6.09,25.08,84.28,5
14503,32,"California","TRACY 2",8.41,17.57,86.87,5
14536,15,"California","SQUAW VALLEY",6.1,26.72,84.22,5
14900,9,"California","IRON GATE",15.87,14.47,72.9,5
14901,5,"California","GAZELLE",9.86,22.1,81.72,5
14902,5,"California","SHIP MTN.",6.83,64.72,88.73,5
14903,5,"California","PILOT CREEK",12.43,61.13,83.86,5
14905,5,"California","FRIDAY RIDGE",11.41,60.62,84.42,5
14907,33,"California","CHOLLA GARD.",1.36,71.69,96.51,5
14908,5,"California","REDWOOD N.P.",7,30.09,88.83,5
14909,32,"California","SAN BENITO MTN.",9.61,59.21,81.7,5
14953,5,"California"," ",12.65,61.58,83.51,5
17001,10,"Colorado","MAYBELL",2.11,56.32,95.59,5
17002,10,"Colorado","GREAT DIVIDE",1.79,96.65,97.13,5
17003,16,"Colorado","YAMPA",8.93,9.72,85.01,5
17004,16,"Colorado","HARMONY",12.25,20.98,80.17,5
17005,18,"Colorado","BRIGGSDALE",2.36,32.15,91.74,5
17006,18,"Colorado","PINNEO",2.03,63.48,93.73,5
17007,18,"Colorado","FLEMING",4.01,20.37,90.57,5
17008,16,"Colorado","DOUGLAS PASS",8.98,8.63,81.83,5
17009,16,"Colorado","BUFORD",10.81,16.27,82.77,5
17010,16,"Colorado","ASPEN",10.73,13.41,81.91,5
17011,16,"Colorado","CHEESMAN LK",7.25,22.55,89.12,5
17012,18,"Colorado","KIOWA",3.07,60.98,93.76,5
17013,18,"Colorado","LAST CHANCE",3.58,18.01,88.79,5
17014,18,"Colorado","ABARR",2,45.29,93.77,5
17015,16,"Colorado","DELTA",7.77,23.93,84.65,5
17016,16,"Colorado","COLONA",8.2,16.22,84.7,5
17017,16,"Colorado","PARLIN",6.5,28.36,89.86,5
17018,16,"Colorado","MOFFAT",7.81,14.07,81.32,5
17019,18,"Colorado","RUSH",3.27,58.76,89.31,5
17020,18,"Colorado","BOYERO",4.68,28.83,86.03,5
17021,18,"Colorado","LAMAR",3.52,46.08,90.41,5
17022,16,"Colorado","DOLORES",9.84,14.05,83.03,5
17023,16,"Colorado","FALFA",12.6,8.44,81,5
17024,16,"Colorado","PAGOSA SPGS",14.56,10.05,76.97,5
17025,16,"Colorado","BLANCA",4.41,43.58,91.47,5
17026,18,"Colorado","MICA BUTTE",2.45,84.9,95.17,5
17027,18,"Colorado","GILPIN",4.62,77.32,89.14,5
17028,18,"Colorado","TWO BUTTES",4.03,20.96,89.49,5
17031,16,"Colorado","WRAY GULCH",5.97,27.48,85.3,5
17032,10,"Colorado","WILSON CREEK",7.18,48.58,87.89,5
17033,16,"Colorado","WALDEN",7.92,30.88,87.69,5
17034,16,"Colorado","LOST LAKE",6.59,46.28,90.19,5
17035,18,"Colorado","HUDSON",5.64,16.83,87.49,5
17036,18,"Colorado","WILDHORSE L",2.52,58.56,90.77,5
17037,18,"Colorado","WAVERLY",2.57,35.27,92.46,5
17038,16,"Colorado","FRUITA",4.85,30.74,90.98,5
17039,16,"Colorado","WILLOW PEAK",8.14,25.47,85.65,5
17040,16,"Colorado","RED CLIFF",7.32,26.55,88.13,5
17041,16,"Colorado","TARRYALL",10.66,13.72,83.82,5
17042,18,"Colorado","ADAMS CO.",3.19,31.51,91.14,5
17043,18,"Colorado","GORDON CREEK",2.6,45.19,92.81,5
17044,18,"Colorado","BETHUNE",2.4,16.33,92.66,5
17045,16,"Colorado","UNCOMPAHGRE",8.18,48.74,85.08,5
17046,16,"Colorado","CASTLETON",9.8,10.9,85.18,5
17047,16,"Colorado","DOYLEVILLE",6.36,29.16,88.38,5
17048,16,"Colorado","GUFFEY",9.26,19.95,85.15,5
17049,18,"Colorado","EDISON",4.13,38.25,87.82,5
17050,18,"Colorado","CROWLEY",5.98,44.78,82.53,5
17051,18,"Colorado","CHEYENNE",2.21,19.35,92.94,5
17052,16,"Colorado","DOLORES RIV",7.94,44.34,87.53,5
17053,16,"Colorado","LAKE CITY",7.88,16.2,86.88,5
17054,16,"Colorado","PINOS CREEK",10.1,27.18,83.63,5
17055,16,"Colorado","ALAMOSA",10.04,33.19,84.71,5
17056,18,"Colorado","TRINCHERA",4.83,69.57,89.28,5
17057,18,"Colorado","VILLEGREEN",4.14,21.43,89.36,5
17058,18,"Colorado","CAMPO",5.18,29.69,84.59,5
17122,16,"Colorado","CORTEZ",9.4,15.18,84.01,5
17124,16,"Colorado","BLACKHEAD PK",14.56,12.07,77.12,5
17125,16,"Colorado","SAN LUIS",4.59,44.77,91.1,5
17126,18,"Colorado","CONE MTN",2.4,83.47,94.8,5
17138,16,"Colorado","ROSEVALE",7.25,31.12,84.65,5
17153,16,"Colorado","RIO GRNDS RS",8.57,21.78,86.45,5
17154,16,"Colorado","SUMMITVILLE",11.37,19.66,82.43,5
17201,10,"Colorado","BROWNS PARK",3.42,72.28,92.36,5
17202,16,"Colorado","DUNCKLEY PAS",10.17,16.93,84.41,5
17203,16,"Colorado","BUFFALO PARK",9.78,52.48,87.26,5
17204,16,"Colorado","DEADMAN RD.",10.31,53.42,85.34,5
17205,18,"Colorado","GROVER",1.2,41.59,94.85,5
17206,18,"Colorado","STONEHAM",1.42,86.35,94.8,5
17207,18,"Colorado","AMHERST",2.06,46.41,94.39,5
17208,16,"Colorado","DE BEQUE",8.38,20.11,82.1,5
17209,16,"Colorado","FLATTOPS",11.05,14.91,82.11,5
17210,16,"Colorado","THOMASVILLE",8.75,26.92,85.48,5
17211,16,"Colorado","GUANELLA PAS",6.56,27.79,88.77,5
17212,18,"Colorado","PROSPECT VAL",3.44,51.02,90.87,5
17213,18,"Colorado","LIMON",3.5,23.01,90.86,5
17214,18,"Colorado","KIRK",2.97,31.91,91.85,5
17215,16,"Colorado","PINON",7.8,38.62,85.42,5
17216,16,"Colorado","PAONIA",8.3,14.78,84.33,5
17217,16,"Colorado","TINCUP",6.5,23.18,88.8,5
17218,16,"Colorado","WET MTNS.",10.05,30.2,83.43,5
17219,18,"Colorado","DOYLE BRIDGE",4.08,76.36,91.81,5
17220,18,"Colorado","HASWELL",1.76,38.93,93.91,5
17221,18,"Colorado","NEEGRANDE",3.53,18.2,88.43,5
17222,16,"Colorado","GROUNDHOG RS",10.11,31.84,84.43,5
17223,16,"Colorado","PIEDRA",13.45,24.08,80.19,5
17224,16,"Colorado","FOX CREEK",13.03,7.54,82.13,5
17225,16,"Colorado","MOSCA",4.77,55.04,93,5
17226,16,"Colorado","COKEDALE",13.95,10.97,77.34,5
17227,18,"Colorado","NINAVIEW",5.57,33.25,85.35,5
17228,18,"Colorado","EDLER",3.83,18.43,88.62,5
17253,16,"Colorado","LAKE CITY 2",8.16,19.55,86.64,5
17301,16,"Colorado","DINOSAUR",3.31,72.25,92.62,5
17302,10,"Colorado","LAY",2.2,91.05,95.86,5
17303,16,"Colorado","STEAMBOAT L.",12.14,21.94,82.31,5
17304,16,"Colorado","COMMANCHE PK",5.65,82.88,92.68,5
17305,18,"Colorado","NUNN",2.19,56.07,93.69,5
17306,18,"Colorado","FORT MORGAN",4.76,19,88.53,5
17307,18,"Colorado","JULESBURG",3.76,29.52,90.49,5
17308,16,"Colorado","BAXTER PASS",7.83,13.8,83.62,5
17309,16,"Colorado","RAGGED MTN.",8.28,31.15,87.25,5
17310,16,"Colorado","WESTON PASS",7,11.63,87.61,5
17311,16,"Colorado","COMO",5.62,27.08,90.62,5
17312,18,"Colorado","BENNETT",4.92,57.71,89.56,5
17313,18,"Colorado","FLAGLER",2.95,50.02,91.75,5
17314,18,"Colorado","BURLINGTON",2.43,35.21,93.09,5
17315,16,"Colorado","BASIN",3.84,47.53,89.78,5
17316,16,"Colorado","POWDERHORN",7.95,29.9,86.59,5
17317,16,"Colorado","MARSHALL PAS",10.22,36.25,84.86,5
17318,16,"Colorado","GRIBBLES PRK",9.09,25.72,84.23,5
17319,18,"Colorado","ELLICOTT",2.59,68.85,93.66,5
17320,18,"Colorado","KARVAL",3.36,21.68,88.68,5
17321,18,"Colorado","SHERIDAN LAK",2.3,38.47,93.18,5
17322,16,"Colorado","MCPHEE RES.",8.42,22.71,83.41,5
17323,16,"Colorado","ANIMAS",9.74,15.96,82.07,5
17324,16,"Colorado","SOUTH FORK",11.36,44.22,83.9,5
17325,16,"Colorado","ANTONITO",5.77,66.68,89.4,5
17326,16,"Colorado","WALSENBURG",9.31,10.25,81.23,5
17327,18,"Colorado","TIMPAS",0.95,47.16,98.57,5
17328,18,"Colorado","PRITCHETT",3.84,10.43,88.87,5
17351,16,"Colorado","ANGORA",4.66,21.42,88.07,5
17352,16,"Colorado","YELLOWJACKET PASS",9.93,14.21,83.42,5
17353,16,"Colorado","STILLWATER PASS",6.37,35.4,90.73,5
17354,16,"Colorado","GOLD HILL",9.29,51.27,87.35,5
17358,16,"Colorado","PICEANCE BASIN",5.53,32.41,86.01,5
17359,16,"Colorado","RIFLE FALLS",9.53,23.24,83.82,5
17360,16,"Colorado","RADIUM",9.03,23.36,86.1,5
17361,16,"Colorado","ROLLINS PASS",8.07,55.5,88.34,5
17362,18,"Colorado","ELBERT",7.34,36.74,85.83,5
17365,16,"Colorado","NUCLA",7.61,31.56,84.94,5
17366,16,"Colorado","OWL CREEK PASS",10.67,22.83,83.76,5
17367,16,"Colorado","COCHETOPA PASS",7.92,16.86,86.6,5
17368,16,"Colorado","WESTCLIFFE",8.62,24.63,84.89,5
17372,16,"Colorado","HAYCAMP MESA",8.8,31.44,84.69,5
17373,16,"Colorado","LIZARD HEAD PASS",10.07,18.19,85.09,5
17374,16,"Colorado","MOON PASS",8.47,32.31,85.39,5
17375,16,"Colorado","GARDNER",9.54,15.7,80.86,5
17376,16,"Colorado","LUDLOW",12.21,31.37,79.94,5
17410,16,"Colorado","WESTON PASS 2",7.32,14.12,86.72,5
17412,18,"Colorado","PROSPECT VALLEY 2",3.42,44.34,90.47,5
17419,18,"Colorado","DOYLE BRIDGE 2",4.44,71.04,91.16,5
17422,16,"Colorado","CORTEZ 2",9.56,15.9,83.71,5
17423,16,"Colorado","ANIMAS 2",9.77,15.61,82.2,5
17425,16,"Colorado","MESITA",5.67,57.26,88.29,5
17453,16,"Colorado","STILLWATER PASS 2",8.17,56.7,87.91,5
17900,18,"Colorado","ARSENAL",14.33,9.49,77.28,5
17901,18,"Colorado","ROCKPORT",0.59,86.51,96.48,5
17902,16,"Colorado","MOUNT EVANS",6.48,55.02,90.15,5
17903,16,"Colorado","MESAVERDE NP",5.98,26.28,86.31,5
17904,16,"Colorado","TRAIL RIDGE ROAD",9.42,25.09,85.61,5
18001,30,"Connecticut","MYSTIC",15.12,7.55,80.19,5
18002,30,"Connecticut","E HARTLAND",16.57,8.09,77.51,5
18003,30,"Connecticut","BUCKINGHAM",14.19,9.76,79.71,5
18004,30,"Connecticut","UNCASVILLE",15.49,7.62,79.25,5
18005,30,"Connecticut","WOODSTOCK",14.5,9.52,78.04,5
18006,30,"Connecticut","WESTBROOK",12.99,13.88,82.07,5
18007,30,"Connecticut","WILLIMANTIC",18.35,3.54,75.17,5
18008,30,"Connecticut","NO WOODBURY",12.2,8.86,80.47,5
18009,28,"Connecticut","SHERMAN",9.38,29.71,85.22,5
18010,30,"Connecticut","GREENWICH",16.19,10.77,75.46,5
18011,30,"Connecticut","DANBURY",13.16,26.82,80.55,5
18012,30,"Connecticut","WARREN",10.52,16.87,82.63,5
18013,30,"Connecticut","LONG HILL",14.8,11.21,77.88,5
18014,30,"Connecticut","MID HADDAM",12.57,23.04,81.15,5
18015,30,"Connecticut","SOUTHINGTON",21.77,4.9,73.2,5
18016,14,"Connecticut","NEW HARTFORD",16.47,9.13,78.6,5
18102,14,"Connecticut","NEW HARTFORD",14.49,10.16,78.63,5
18116,30,"Connecticut","GRANBY",16.52,8.67,78.45,5
21001,30,"Delaware","MT PLEASANT",12.3,3.16,80.23,5
21002,30,"Delaware","WILMINGTON",21.45,2.69,72.62,5
21003,30,"Delaware","HARRINGTON",9.61,12.5,84.3,5
21004,30,"Delaware","FREDERICA",12.06,2.58,80.65,5
21005,30,"Delaware","DOVER",11.07,6.91,82.49,5
21006,30,"Delaware","FRANKFORD",12.74,7.39,82.1,5
21007,30,"Delaware","HOLLEYVILLE",17.64,2.51,77.71,5
21008,30,"Delaware","LOWES XRDS",11.46,7.81,84.12,5
21009,30,"Delaware","BETHANY BCH",10.02,38.92,87.11,5
21010,30,"Delaware","MILTON",11.93,3.56,81.96,5
21105,30,"Delaware","BLACKBIRD",7.66,8,86.16,5
21107,30,"Delaware","HOLLEYVILLE 2",17.07,2.59,78.06,5
21108,30,"Delaware","PEPPERBOX",11.98,10.87,83.42,5
21109,30,"Delaware","GEORGETOWN",16.75,2.21,77.97,5
25001,27,"Florida","OAK GROVE",15.04,15.89,78.34,5
25002,27,"Florida","FT WALTN BCH",7.27,40.22,90.23,5
25003,27,"Florida","MOSSY HEAD",12.67,5.45,79.71,5
25004,27,"Florida","BLOUNTSTOWN",12,7.52,80.53,5
25005,27,"Florida","BROAD BRANCH",14.06,25,79.02,5
25006,27,"Florida","MICCOSUKEE",28,4.97,67.27,5
25007,27,"Florida","SEMINOLE HLS",11.58,7.28,80.76,5
25008,27,"Florida","TELOGIA",10.22,8.55,81.65,5
25009,27,"Florida","PORT ST JOE",5.83,24.79,89.36,5
25010,27,"Florida","COVINGTON",19.83,6.16,75.01,5
25011,27,"Florida","STEINHATCHEE",11.56,13.49,82.75,5
25012,27,"Florida","BELMONT",19.97,2.6,73.41,5
25013,31,"Florida","MICANOPY",12.91,13.2,78.11,5
25014,31,"Florida","ROMEO",12.64,7.15,80.82,5
25015,27,"Florida","FT GADSDEN",6.01,60.79,88.67,5
25016,31,"Florida","DALE MABRY",21.81,3.5,72.27,5
25017,31,"Florida","MYAKKA HEAD",11.3,7.1,83.26,5
25018,31,"Florida","ST AUGUSTINE",14.54,8.77,79.87,5
25019,27,"Florida","HILLIARD",15.44,3.45,77.6,5
25020,31,"Florida","SAN ANTONIO",13.05,16.84,79.87,5
25021,31,"Florida","BELMORE",12.07,8.92,79.1,5
25022,31,"Florida","POLK CITY",12.12,12.72,81.09,5
25023,31,"Florida","MABEL",11.89,13.18,81.48,5
25024,31,"Florida","CHILDS",10.35,5.83,83.98,5
25025,31,"Florida","SCOTTSMOOR",6.72,22.01,87.58,5
25026,31,"Florida","SUNNILAND GR",8.33,33.93,86.66,5
25027,31,"Florida","FT LONESOME",8.88,6.63,85.16,5
25028,31,"Florida","PINECREST",3.94,19.82,89.18,5
25029,31,"Florida","ALTURAS",8.85,18.26,85.1,5
25030,31,"Florida","KENANSVILLE",7.27,25.77,85.24,5
25031,31,"Florida","INDIANTOWN",5.71,20.61,88.99,5
25032,31,"Florida","SALVISTA",14.79,4.77,78.97,5
25033,31,"Florida","BROWARD",19.98,9.14,74.74,5
25035,31,"Florida","TAMIAMI",3.22,40.06,93.11,5
25036,31,"Florida","PLANTATION K",1.87,85.49,96.65,5
25037,27,"Florida","SANDERSON",14.74,5.3,77.93,5
25038,27,"Florida","DOCTOR INLET",18.08,14.94,76.79,5
25039,31,"Florida","BOCA RATON",17.88,9.94,75.68,5
25040,31,"Florida","ANDYTOWN",3.04,86.72,95.37,5
25051,27,"Florida","SANTA ROSA",6.98,35.41,89.66,5
25052,27,"Florida","BLACKWATER",13.3,9.3,79.12,5
25053,27,"Florida","DEFUNIAK SPR",16.9,8.28,77.23,5
25054,27,"Florida","BETTS",19.53,1.75,74.96,5
25055,27,"Florida","MILLER XRDS",21.56,8.43,74.68,5
25056,27,"Florida","HIXTOWN SWMP",17.8,6.73,75.47,5
25057,27,"Florida","BLOXHAM",10.42,12.8,81.31,5
25058,27,"Florida","DOWLING PARK",16.19,3.26,76.72,5
25059,27,"Florida","HILDRETH",15.18,2.12,77.98,5
25060,27,"Florida","CALLAHAN",14.98,4.56,78.04,5
25061,27,"Florida","PINETTA",18.36,2.54,77,5
25062,27,"Florida","ALLIGATOR PT",10.31,24.04,83.7,5
25063,31,"Florida","FT MCCOY",12.8,12.6,80.33,5
25064,31,"Florida","DEANVILLE",13.81,7.88,80.29,5
25065,31,"Florida","FLEMINGTON",16.16,3.09,77.42,5
25066,31,"Florida","NOBLETON",8.84,11.93,83.81,5
25067,31,"Florida","PENNYWASH CR",7.3,15.28,86.27,5
25068,31,"Florida","WINTER GARDN",17.56,8.97,77.14,5
25069,31,"Florida","KISSIMMEE",11.16,5.17,82.6,5
25070,31,"Florida","PLEASANT GR",15.33,10.39,78.97,5
25071,31,"Florida","SANDY",9.29,24.57,84.46,5
25072,31,"Florida","GARDNER",7.86,9.65,86.5,5
25073,31,"Florida","ARBUCKLE",11.78,7.7,82.53,5
25074,31,"Florida","ST LUCIE",6.3,11.68,88.35,5
25075,31,"Florida","SEBASTIAN",6.63,58.79,90.22,5
25076,31,"Florida","SHAWANO",1.96,54.23,95.42,5
25077,31,"Florida","DAVIE",21.42,6.1,73.02,5
25078,31,"Florida","KENDALL",11.56,26.52,83.49,5
25079,31,"Florida","HOMESTEAD",4.18,46.64,91.71,5
25080,31,"Florida","KEY LARGO",3.25,22.05,92.79,5
